question_id,subject_id,chapter_id,chapter_name,question_number,book_section,book_question_number,question_type,question_text,sql_code,has_sql_asset,choice_count,choice_kinds,correct_choice,explanation,question_type_encoded,choice_kind_complexity,difficulty,difficulty_label
1_2_48,1,2,데이터 모델과 SQL,48,I,48,worst_choice,"순차적으로 수행되는 작업 A와 B가 반드시 모두 수행되거나 모두 수행되지 않아야 한다고 할 때, 이에 대한 설명으로 가장 적절하지 않은 것은?",,False,4,"text,text,text,text",2,A와 B가 하나의 트랜잭션으로 묶여 처리되어야 하므로 커밋(Commit)은 각각이 아니라 A와 B를 모두 수행한 다음에 한 번만 해주어야 한다.,0,1,0,Easy
1_2_49,1,2,데이터 모델과 SQL,49,I,49,best_choice,NULL 값에 대한 설명으로 가장 적절한 것은?,,False,4,"text,text,text,text",1,"NULL 값과 어떤 숫자를 비교한 결과는 항상 unknown이다. ""NULL = NULL"" 연산의 결과는 FALSE 또는 unknown이다. 집계 함수를 계산할 때 NULL 값은 0이 아니라 계산에서 아예 제외된다.",1,1,0,Easy
1_2_50,1,2,데이터 모델과 SQL,50,I,50,worst_choice,본질식별자와 인조식별자에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,"인조식별자는 단점도 존재하므로 꼭 필요한 경우에만 사용하는 것이 바람직하며, 무분별한 사용은 데이터 품질 저하를 초래할 수 있다.",0,1,0,Easy
2_1_1,2,1,SQL 기본,1,II,1,best_choice,데이터 제어어(DCL)에 해당하는 명령어는?,,False,4,"keyword,keyword,keyword,keyword",4,"데이터 제어어(DCL, Data Control Language)는 데이터베이스에 접근하고 객체들을 사용할 수 있도록 권한을 부여하거나 회수하는 명령어로 GRANT, REVOKE 등이 있다.",1,0,0,Easy
2_1_2,2,1,SQL 기본,2,II,2,fill_blank,"아래에서 빈칸에 들어갈 내용으로 가장 적절한 것은? [아래]
INSERT는 테이블에 데이터를 입력할 때 사용한다.
(     )는 입력한 정보 중에 잘못 입력되거나 변경이 발생하여 정보를 수정할 때 사용한다.
DELETE는 테이블의 정보가 필요 없게 되었을 경우 데이터 삭제를 수행한다.",,False,4,"keyword,keyword,keyword,keyword",1,데이터의 수정 시 사용하는 DML 구문은 UPDATE이다.,2,0,1,Medium
2_1_3,2,1,SQL 기본,3,II,3,best_choice,"아래 내용에 해당하는 SQL 명령어의 종류는? [아래]
논리적인 작업의 단위를 묶어 DML에 의해 조작된 결과를 작업단위(Transaction)별로 제어하는 명령어인 Commit, Rollback, Savepoint 등이 여기에 해당하며, 일부에서는 DCL(Data Control Language)로 분류하기도 한다.",,False,4,"keyword,keyword,keyword,keyword",3,Transaction을 제어하는 명령어는 TCL(Transaction Control Language)이다.,1,0,0,Easy
2_1_4,2,1,SQL 기본,4,II,4,worst_choice,SELECT 문에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,SELECT ... FROM은 필수이므로 FROM 절이 생략되면 에러가 발생된다.,0,1,0,Easy
2_1_5,2,1,SQL 기본,5,II,5,best_choice,SQL의 종류와 해당되는 명령어를 바르게 연결한 것은?,,False,4,"text,text,text,text",1,"DDL: CREATE, DROP, ALTER, RENAME
DML: SELECT, INSERT, UPDATE, DELETE
DCL: GRANT, REVOKE
TCL: COMMIT, ROLLBACK",1,1,0,Easy
2_1_6,2,1,SQL 기본,6,II,6,worst_choice,"아래 내용의 범주에 해당하는 SQL 명령어로 가장 적절하지 않은 것은? [아래]
테이블의 구조를 생성, 변경, 삭제하는 등 데이터 구조를 정의하는 데 사용되는 명령어이다.",,False,4,"keyword,keyword,keyword,keyword",2,"데이터의 구조를 정의하는 명령어는 DDL(데이터 정의어)에 해당하며 CREATE, ALTER, DROP, RENAME 이 있다. GRANT는 권한을 제어하는 DCL이다.",0,0,0,Easy
2_1_7,2,1,SQL 기본,7,II,7,best_choice,데이터베이스에서 조회되는 데이터에 대한 조건을 설정하여 원하는 데이터만을 검색하기 위해 사용하는 절로 가장 적절한 것은?,,False,4,"keyword,keyword,keyword,keyword",1,WHERE 절은 SQL을 이용하여 데이터베이스로부터 데이터를 검색할 때 조회되어야 하는 데이터를 필터링하는 데 사용된다.,1,0,0,Easy
2_1_8,2,1,SQL 기본,8,II,8,find_erroneous,SQL 문을 실행했을 때 오류가 발생하는 부분으로 가장 적절한 것은?,"SELECT DEPTNO, ROUND(AVG(SAL), 2)
FROM EMP
WHERE AVG(SAL) >= 1800
GROUP BY DEPTNO;",True,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",3,WHERE 절에는 집계 함수를 사용할 수 없다. 집계 함수에 대한 조건은 HAVING 절을 사용해야 한다.,-1,2,0,Easy
2_1_9,2,1,SQL 기본,9,II,9,predict_result,아래 SQL의 수행 결과로 가장 적절한 것은?,"SELECT SUM(COL2) + SUM(COL3) FROM TAB_A;
SELECT SUM(COL2) + SUM(COL3) FROM TAB_A WHERE COL1 > 0;
SELECT SUM(COL2) + SUM(COL3) FROM TAB_A WHERE COL1 IS NOT NULL;
SELECT SUM(COL2) + SUM(COL3) FROM TAB_A WHERE COL1 IS NULL;",True,4,"result_table,result_table,result_table,result_table",3,"A. 첫 번째 쿼리: 첫 번째 행 COL2의 NULL, 세 번째 행 COL3의 NULL은 SUM 연산 대상에서 제외된다. (SUM(COL2)=60, SUM(COL3)=30, 결과 90)
B. 두 번째 쿼리: COL1이 NULL인 두 번째 행과 COL1이 0인 세 번째 행은 연산 대상에서 제외된다. (첫 번째 행만 남으므로 SUM(COL2)는 NULL이 되어 전체 결과는 NULL)
C. 세 번째 쿼리: COL1이 NULL인 두 번째 행은 제외된다. 첫 번째 행과 세 번째 행을 대상으로 SUM을 구한다. (결과 30)
D. 네 번째 쿼리: COL1이 NULL인 두 번째 행만 대상이 된다. (결과 60)",-1,0,0,Easy
2_1_10,2,1,SQL 기본,10,II,10,identify_sql,다음 SQL 문장 중 COLUMN1의 값이 NULL이 아닌 경우를 찾아내는 문장으로 가장 적절한 것은? (ANSI 표준 기준),,False,4,"sql_query,sql_query,sql_query,sql_query",1,"NULL 값을 조건절에서 사용하는 경우 IS NULL, IS NOT NULL이란 키워드를 사용해야 한다. NULL과의 일반 비교 연산자(=, <>, != 등)는 항상 UNKNOWN을 반환한다.",-1,3,0,Easy
2_1_11,2,1,SQL 기본,11,II,11,best_choice,아래에 대한 설명으로 가장 적절한 것은?,"CREATE TABLE 서비스 (
  서비스번호 VARCHAR2(10) PRIMARY KEY,
  서비스명 VARCHAR2(100) NULL,
  개시일자 DATE NOT NULL
);

[SQL]
① SELECT * FROM 서비스 WHERE 서비스번호 = 1;
② INSERT INTO 서비스 VALUES ('999', '', '2015-11-11');
③ SELECT * FROM 서비스 WHERE 서비스명 = '';
④ SELECT * FROM 서비스 WHERE 서비스명 IS NULL;",True,4,"text,text,text,text",4,① 서비스번호 칼럼의 모든 레코드가 '001'과 같은 숫자형식으로 입력되어 있어야 오류가 발생하지 않는다. ② ''와 같이 데이터를 입력하면 서비스명 칼럼의 데이터에 대해서 오라클에서는 NULL로 입력된다. ③ ''와 같이 데이터가 입력되어있을 때 오라클에서 데이터를 조회하려면 서비스명 IS NULL 조건으로 조회하여야 한다. ④ ''와 같이 데이터가 입력되어 있을 때 SQL Server에서 데이터를 조회하려면 서비스명 = ''로 조회하여야 한다.,1,1,0,Easy
2_1_12,2,1,SQL 기본,12,II,12,worst_choice,"함수의 실행 결과로 가장 적절하지 않은 것은? (단, A의 아스키코드는 65이다.)",,False,4,"text,text,text,text",4,LTRIM은 첫 번째 인자 값인 문자열의 왼쪽 첫 문자부터 확인해서 두 번째 인자 값인 지정문자가 나타나면 해당 문자를 제거한다. 오른쪽이나 문자 사이의 지정 문자는 제거되지 않는다. 따라서 결과는 'YYZZxYZxx'가 되어야 한다.,0,1,0,Easy
2_1_13,2,1,SQL 기본,13,II,13,different_result,"아래를 참고할 때 실행 결과가 다른 SQL은? [SVC_JOIN 테이블 구조]
CUST_ID: VARCHAR2(10) NOT NULL
SVC_ID: VARCHAR2(5) NOT NULL
JOIN_YMD: VARCHAR2(8) NOT NULL
JOIN_HH: VARCHAR2(4) NOT NULL
SVC_START_DATE: DATE NULL
SVC_END_DATE: DATE NULL",,False,4,"sql_query,sql_query,sql_query,sql_query",4,"①, ②, ③번 SQL은 모두 가입이 2014년 12월 01일 00시에 발생했고 서비스 종료일시가 2015년 01월 01일 00시 00분 00초부터 2015년 01월 31일 23시 59분 59초 사이에 속하는 데이터를 찾는 조건이다. ④번 SQL은 서비스 종료일시가 정확히 2015년 01월 01일 00시 00분 00초에 종료되는 데이터만 찾는 조건이다.",3,3,2,Hard
2_1_14,2,1,SQL 기본,14,II,14,best_choice,GROUP BY 절과 HAVING 절에 대한 설명으로 가장 적절한 것은?,,False,4,"text,text,text,text",4,① 집계 함수의 통계 정보는 NULL 값을 가진 행을 제외하고 수행한다. ② GROUP BY 절에서는 SELECT 절과는 달리 ALIAS 명을 사용할 수 없다. ③ 집계 함수는 WHERE 절에는 올 수 없다.,1,1,0,Easy
2_1_15,2,1,SQL 기본,15,II,15,predict_result,"아래를 참고할 때 SQL의 실행 결과로 가장 적절한 것은? (단, 이해를 돕기 위해 \n는 줄바꿈을 의미하며 실제 저장값이 아님, 또한 CHR(10)의 ASCII 값은 줄바꿈을 의미)","SELECT SUM(CC)
FROM (
  SELECT (LENGTH(C1) - LENGTH(REPLACE(C1, CHR(10))) + 1) CC
  FROM TAB1
);",True,4,"value,value,value,value",3,이 SQL은 데이터에 포함된 라인(줄) 수를 구하기 위해 작성된 쿼리이다. ROWNUM 1은 줄바꿈 1개(총 2줄)이므로 계산 결과가 3 - 2 + 1 = 2이다. ROWNUM 2는 줄바꿈 2개(총 3줄)이므로 계산 결과가 5 - 3 + 1 = 3이다. 따라서 SUM(CC)는 2 + 3 = 5이다.,-1,0,0,Easy
2_1_16,2,1,SQL 기본,16,II,16,predict_result,"아래 SQL의 실행 결과로 가장 적절한 것은? (단, DBMS는 오라클로 가정)","SELECT TO_CHAR(TO_DATE('2023.01.10 10', 'YYYY.MM.DD HH24') + 1/24/(60/10), 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;",True,4,"value,value,value,value",3,"오라클에서 날짜의 연산은 숫자의 연산과 같다. 특정 날짜에 1을 더하면 하루를 더한 것과 같다. 1/24/60은 1분을 의미하며, 1/24/(60/10)은 10분과 같으므로 2023년 1월 10일 10시에 10분을 더한 결과인 10:10:00이 출력된다.",-1,0,0,Easy
2_1_17,2,1,SQL 기본,17,II,17,fill_blank,"아래의 (가)와 (나)가 동일한 결과를 출력한다고 할 때, 빈칸에 들어갈 내용으로 가장 적절한 것은? (단, 스칼라 서브쿼리는 제외함)",,False,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",2,"= 조건만 있는 검색 CASE 표현식은 단순 CASE 표현식(CASE 칼럼 WHEN 값 THEN ...)으로 변환할 수 있다. ④번의 올바른 DECODE 표기법은 DECODE(LOC, 'NEW YORK', 'EAST', 'ETC') 이어야 한다.",2,2,1,Medium
2_1_18,2,1,SQL 기본,18,II,18,different_result,"각 팀별로 FW, MF, DF, GK 포지션의 인원수와 팀별 전체 인원수를 구하는 SQL을 작성할 때 결과가 다른 하나는? (단, ①은 SQL Server 환경이고 보기 ②, ③, ④는 오라클 환경이다.)",,False,4,"sql_query,sql_query,sql_query,sql_query",4,"④는 CASE 문장에 ELSE 1 END를 사용했기 때문에, 해당 포지션이 아니더라도 1이 반환되어 SUM이 전체 행 수를 세는 결과(COUNT(*))와 동일하게 나온다. 데이터가 없는 경우 0으로 합산되게 하려면 ELSE 0을 쓰거나 생략하여 NULL로 처리한 뒤 외부에서 NVL/ISNULL 처리를 해야 한다.",3,3,2,Hard
2_1_19,2,1,SQL 기본,19,II,19,best_choice,"아래 SQL에 대한 설명으로 가장 적절한 것은? (단, 고객이름은 중복되지 않는다고 가정) 고객 (고객번호, 고객이름, 주소, 전화번호)
상품 (상품번호, 상품이름, 무게, 가격)
주문 (고객번호, 상품번호, 수량, 날짜)","SELECT 고객이름, SUM(수량)
FROM 고객, 상품, 주문
WHERE 고객.고객번호 = 주문.고객번호
  AND 상품.상품번호 = 주문.상품번호
GROUP BY 고객.고객이름
HAVING MAX(수량) > 10;",True,4,"text,text,text,text",2,"HAVING 절은 주로 집계 함수 결과에 대한 조건을 확인하는 용도이다. HAVING MAX(수량) > 10은 각 고객의 개별 주문 건들 중 최대 수량이 10을 초과하는(즉, 단일 주문에서 수량이 10보다 큰 주문을 한 적이 있는) 고객을 의미한다.",1,1,0,Easy
2_1_20,2,1,SQL 기본,20,II,20,fill_blank,"EMP 테이블에서 MGR의 값이 7698과 같으면 NULL을 표시하고, 같지 않으면 MGR을 표시하려고 할 때 빈칸에 들어갈 함수는?","SELECT ENAME, EMPNO, MGR, ____(MGR,7698) as NM
FROM EMP;",True,4,"keyword,keyword,keyword,keyword",1,"NULLIF(표현식1, 표현식2) 함수는 표현식1이 표현식2와 같으면 NULL을, 같지 않으면 표현식1을 리턴한다. 특정 값을 NULL로 대체하는 경우 유용하게 사용할 수 있다.",2,0,1,Medium
2_1_21,2,1,SQL 기본,21,II,21,different_result,실행 결과가 다른 하나는?,,False,4,"sql_query,sql_query,sql_query,sql_query",4,첫 번째 결과 칼럼인 DEPT(DNAME)를 역순 정렬하여 나머지와 결과가 다르다.,3,3,2,Hard
2_1_22,2,1,SQL 기본,22,II,22,worst_choice,아래는 이름이 4문자 이상이고 2번째 문자가 S인 학번을 출력하는 SQL이다. 빈칸에 들어갈 수 있는 내용으로 가장 적절하지 않은 것은?,"SELECT 학번
FROM 학생
WHERE 학생.이름 LIKE [    ];",True,4,"value,value,value,value",1,①은 % 위치에 아무런 문자가 들어가지 않을 수도 있다. 따라서 S가 첫 문자가 될 수도 있으므로 '2번째 문자가 S'라는 조건을 보장하지 못해 적절하지 않다.,0,0,0,Easy
2_1_23,2,1,SQL 기본,23,II,23,fill_blanks_multi,"전공이름별로 묶어 전공이름과 학점 평균을 전공이름의 내림차순 정렬하여 출력하고자 할 때, 빈칸에 들어갈 명령어로 가장 적절한 것은?","SELECT 전공이름, AVG(학점)
FROM 전공, 학생
WHERE 전공.전공번호 = 학생.전공번호
[  ㄱ  ] 전공이름
ORDER BY 전공이름 [  ㄴ  ];",True,4,"tuple,tuple,tuple,tuple",1,데이터들을 작은 그룹으로 분류해 소그룹에 대한 항목별 통계 정보를 얻을 때 GROUP BY를 사용한다. 내림차순 정렬은 DESC이다.,-1,0,0,Easy
2_1_24,2,1,SQL 기본,24,II,24,worst_choice,SQL의 실행 결과로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,'Gangneung Wonju' 문자열에서 8번째 문자인 'n'에서부터 4개 문자를 출력하면 'ng W'가 되어야 한다.,0,1,0,Easy
2_1_25,2,1,SQL 기본,25,II,25,best_choice,"아래를 참고할 때 광고매체 ID별 최초로 게시한 광고명과 광고시작일자를 출력하기 위하여 빈칸에 들어갈 SQL로 가장 적절한 것은? [테이블 구조]
광고(광고ID, 광고명)
광고게시(광고게시번호, 광고ID, 광고매체ID, 광고시작일자, 광고종료일자)
광고매체(광고매체ID, 광고매체명)","SELECT C.광고매체명, B.광고명, A.광고시작일자
FROM 광고게시 A, 광고 B, 광고매체 C,
     ( [        빈칸        ] ) D
WHERE A.광고시작일자 = D.광고시작일자
  AND A.광고매체ID = D.광고매체ID
  AND A.광고ID = B.광고ID
  AND A.광고매체ID = C.광고매체ID
ORDER BY C.광고매체명;",True,4,"sql_query,sql_query,sql_query,sql_query",2,광고게시 테이블에서 광고매체ID별로 광고시작일자가 가장 빠른 데이터를 추출하는 Inline View를 작성해야 한다. ①은 Inline View 내에서 메인 쿼리의 C 테이블을 참조(연관 서브쿼리)하려 하므로 오류가 발생한다. ②가 올바른 인라인 뷰 형태이다.,1,3,0,Easy
2_1_26,2,1,SQL 기본,26,II,26,best_choice,아래 SQL을 순서대로 실행했을 때 최종적으로 반영되는 SQL을 모두 고른 것은?,,False,4,"tuple,tuple,tuple,tuple",4,"SAVEPOINT a 이후의 트랜잭션인 (나)와 (다)는 ROLLBACK TO SAVEPOINT a에 의해 취소된다. 따라서 최종 반영되는 것은 (가), (라), (마)이다.",1,0,0,Easy
2_1_27,2,1,SQL 기본,27,II,27,predict_result,아래 SQL의 실행 결과로 가장 적절한 것은?,"SELECT COLB,
       MAX(COLA) AS COLA1,
       MIN(COLA) AS COLA2,
       SUM(COLA + COLC) AS SUMAC
FROM TABLE_A
GROUP BY COLB;",True,4,"result_table,result_table,result_table,result_table",1,"GROUP BY 절은 NULL 데이터도 집계에 포함하므로 COLB가 NULL인 행도 출력된다. MIN, MAX 함수는 NULL이 아닌 행 중에서 연산한다. 사칙연산(COLA+COLC)의 경우 둘 중 하나라도 NULL이면 결과는 NULL이며, SUM 함수는 이 NULL을 제외하고 계산한다. 따라서 '나' 그룹은 (NULL+2)와 (3+NULL) 모두 NULL이 되어 SUM 결과가 NULL이 된다.",-1,0,0,Easy
2_1_28,2,1,SQL 기본,28,II,28,predict_result,아래 SQL의 실행 결과로 가장 적절한 것은?,"SELECT ID FROM TBL
GROUP BY ID
HAVING COUNT(*) = 2
ORDER BY (CASE WHEN ID=999 THEN 0 ELSE ID END);",True,4,"result_table,result_table,result_table,result_table",2,"HAVING COUNT(*) = 2 조건에 의해 건수가 2개인 ID는 100, 999이다. ORDER BY 절의 CASE문에 의해 999는 0으로 치환되어 평가되므로 오름차순 정렬 시 999가 먼저 출력된다.",-1,0,0,Easy
2_1_29,2,1,SQL 기본,29,II,29,worst_choice,오류가 발생하는 SQL은?,,False,4,"sql_query,sql_query,sql_query,sql_query",3,GROUP BY를 사용할 경우 GROUP BY 표현식이 아닌 값은 다중 행을 가지므로 기술될 수 없다. ③번은 GROUP BY에 '지역'만 기술되었는데 ORDER BY에 '년'을 사용하려 하여 오류가 발생한다. (②번은 테이블 전체 스캔이므로 SELECT 절에 없는 '년' 칼럼으로도 정렬이 가능하다.),0,3,0,Easy
2_1_30,2,1,SQL 기본,30,II,30,predict_result,아래 SQL의 실행 결과로 가장 적절한 것은?,"SELECT TO_CHAR(TO_DATE('2019.02.25', 'YYYY.MM.DD') + 1/12/(60/30), 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;",True,4,"value,value,value,value",3,"오라클에서 날짜 연산 시 1은 1일을 의미한다. 1/12는 2시간을 의미하며, 60/30은 2이다. 즉, 2시간 / 2 = 1시간을 더하는 것과 같으므로 '2019.02.25 01:00:00'이 반환된다.",-1,0,0,Easy
2_1_31,2,1,SQL 기본,31,II,31,predict_result,"실행 결과가 NULL인 SQL은? (단, DBMS는 오라클로 가정)",,False,4,"sql_query,sql_query,sql_query,sql_query",2,"NULLIF(표현식1, 표현식2) 함수는 표현식1과 표현식2가 같으면 NULL, 아니면 표현식1을 리턴한다.",-1,3,0,Easy
2_1_32,2,1,SQL 기본,32,II,32,correct_ordering,SELECT 문장의 실행 순서를 올바르게 나열한 것은?,,False,4,"text,text,text,text",4,SELECT 문장의 실행 순서는 FROM - WHERE - GROUP BY - HAVING - SELECT - ORDER BY 이다.,-1,1,0,Easy
2_1_33,2,1,SQL 기본,33,II,33,derive_count,"5개의 테이블로부터 필요한 칼럼을 조회하려고 할 때, 최소 몇 개의 JOIN 조건이 필요한가?",,False,4,"text,text,text,text",3,여러 테이블로부터 원하는 데이터를 조회하기 위해서는 전체 테이블 개수에서 최소 N-1 개 만큼의 JOIN 조건이 필요하다.,-1,1,0,Easy
2_1_34,2,1,SQL 기본,34,II,34,best_choice,"출연료가 8888 이상인 영화명, 배우명, 출연료를 구하는 SQL로 가장 적절한 것은? (단, 밑줄 친 속성들은 테이블의 기본키이다.) [아래]
배우(배우번호(PK), 배우명, 성별)
영화(영화번호(PK), 영화명, 제작년도)
출연(배우번호(PK), 영화번호(PK), 출연료)",,False,4,"sql_query,sql_query,sql_query,sql_query",4,"영화명과 배우명은 출연 테이블이 아니라 영화와 배우 테이블에서 가지고 와야 하는 속성이므로, 각 테이블과 조인 조건을 명확히 설정한 ④번 SQL이 적절하다. ①은 칼럼 소속이 틀렸고, ②는 조인 조건이 잘못되었으며(영화번호=배우번호), ③은 칼럼 모호성(Ambiguity) 에러가 발생할 수 있다.",1,3,0,Easy
2_1_35,2,1,SQL 기본,35,II,35,select_all_correct,아래에서 JOIN에 대한 설명으로 가장 적절한 것은?,,False,4,"tuple,tuple,tuple,tuple",4,DBMS 옵티마이저는 FROM 절에 나열된 테이블이 아무리 많아도 항상 2개의 테이블씩 짝을 지어 Join을 수행한다. 따라서 (나)는 틀린 설명이다.,-1,0,0,Easy
2_1_36,2,1,SQL 기본,36,II,36,predict_result,아래 SQL의 실행 결과로 가장 적절한 것은?,"SELECT COUNT(*) CNT
FROM EMP_TBL A, RULE_TBL B
WHERE A.ENAME LIKE B.RULE;",True,4,"value,value,value,value",3,"LIKE 연산자를 이용한 조인이다. 'S%' 규칙에는 SMITH, SCOTT이 매칭(2건). '%T%' 규칙에도 SMITH, SCOTT이 매칭(2건). 따라서 총 4건이 카운트된다.",-1,0,0,Easy
2_1_37,2,1,SQL 기본,37,II,37,worst_choice,순수 관계 연산자로 가장 적절하지 않은 것은?,,False,4,"keyword,keyword,keyword,keyword",2,"순수 관계 연산자에는 SELECT, PROJECT, JOIN, DIVIDE가 있다.",0,0,0,Easy
2_1_38,2,1,SQL 기본,38,II,38,best_choice,"아래를 참고할 때 가장 적절한 SQL은? [설명]
우리는 매일 배치작업을 통하여 고객에게 추천할 컨텐츠를 생성하고 고객에게 추천서비스를 제공한다. 추천 컨텐츠 엔터티에서 언제 추천을 해야 하는지를 정의하는 추천대상일자가 있어 해당일자에만 컨텐츠를 추천해야 한다. 또한 고객이 컨텐츠를 추천 받았을 때 선호하는 컨텐츠가 아닌 경우에는 고객이 비선호 컨텐츠로 분류하여 더 이상 추천 받기를 원하지 않는다. 그러므로 우리는 비선호 컨텐츠 엔터티에 등록된 데이터에 대해서는 추천을 수행하지 않아야 한다.",,False,4,"sql_query,sql_query,sql_query,sql_query",4,비선호 컨텐츠에 특정 고객과 특정 컨텐츠 조합이 존재하는지 확인하여 제외시켜야 하므로 NOT EXISTS 안에 고객ID와 컨텐츠ID를 모두 비교하는 서브쿼리가 존재하는 ④번이 적절하다. ①번은 고객ID만 비교하여 비선호 컨텐츠가 하나라도 있으면 모든 컨텐츠 추천이 배제되는 오류가 있다.,1,3,0,Easy
2_1_39,2,1,SQL 기본,39,II,39,best_choice,아래에 대한 설명으로 가장 적절한 것은?,,False,4,"text,text,text,text",2,제품과 생산라인 엔터티 간에는 조인 조건이 될 수 있는 공통 칼럼이 없다. 따라서 두 엔터티를 조인하면 매핑 조건이 없어 카티시안 곱(Cartesian Product)이 발생한다.,1,1,0,Easy
2_1_40,2,1,SQL 기본,40,II,40,fill_blanks_multi,"아래 SQL의 빈칸에 들어갈 내용으로 가장 적절한 것은? [테이블]
고객(고객번호, 이름, 등급), 구매정보(구매번호, 구매금액, 고객번호)
* 구매정보 테이블의 고객번호는 고객 테이블의 고객번호를 참조하는 외래키(Foreign Key)이다.

[조건]
구매 이력이 있는 고객 중 구매 횟수가 3회 이상인 고객의 이름과 등급을 출력","SELECT A.이름, A.등급
FROM 고객 A
[ 빈칸 1 ]
GROUP BY A.이름, A.등급
[ 빈칸 2 ];",True,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",2,"구매이력이 있어야 하므로 INNER JOIN이 필요하며, '구매 횟수'를 체크해야 하므로 COUNT 함수를 이용한 HAVING COUNT(B.구매번호) >= 3 조건이 적절하다.",-1,2,0,Easy
2_1_41,2,1,SQL 기본,41,II,41,best_choice,"아래를 참고할 때 시간대별사용량 테이블을 기반으로 고객별 사용금액을 출력하는 SQL로 가장 적절한 것은? [테이블 구조]
시간대구간(시작시간대, 종료시간대, 단가)
시간대별사용량(고객ID(FK), 사용시간대, 사용량)
고객(고객ID(PK), 고객명, 생년월일)",,False,4,"sql_query,sql_query,sql_query,sql_query",3,① 두 번째 ON 절 조건이 잘못되었다(시작시간대보다 작거나 같고 종료시간대보다 크거나 같다라는 모순 발생). ② INNER JOIN 구문 오류가 발생한다. ④ BETWEEN JOIN이란 구문은 없으므로 구문 오류가 발생한다. 정상적인 조건 조인은 ③번이다.,1,3,0,Easy
2_1_42,2,1,SQL 기본,42,II,42,different_result,실행 결과가 다른 하나는?,,False,4,"sql_query,sql_query,sql_query,sql_query",1,USING 조건절을 이용한 EQUI JOIN에서는 JOIN 칼럼에 대해서 테이블 이름과 같은 접두사(ALIAS)를 붙일 수 없다. 따라서 ①번은 SYNTAX 에러가 발생한다. 올바른 문법은 USING (STADIUM_ID) 이다.,3,3,2,Hard
2_1_43,2,1,SQL 기본,43,II,43,fill_blank,"아래 두 SQL이 같은 결과를 출력할 때, 빈칸에 들어갈 내용으로 가장 적절한 것은?",,False,4,"keyword,keyword,keyword,keyword",4,조건절이 없는 조인(WHERE 절 누락)은 카티시안 곱(Cartesian Product)을 발생시킨다. ANSI SQL에서는 이를 명시적으로 나타내는 CROSS JOIN 키워드를 사용한다.,2,0,1,Medium
2_1_44,2,1,SQL 기본,44,II,44,predict_result,아래를 참고할 때 SQL 실행 결과로 가장 적절한 것은?,"SELECT A.고객번호, A.고객명, B.단말기ID, B.단말기명, C.OSID, C.OS명
FROM 고객 A LEFT OUTER JOIN 단말기 B
ON (A.고객번호 IN (11000, 12000) AND A.단말기ID = B.단말기ID)
LEFT OUTER JOIN OS C
ON (B.OSID = C.OSID)
ORDER BY A.고객번호;",True,4,"result_table,result_table,result_table,result_table",1,"WHERE 절이 아니라 아우터 조인의 ON 절에 'A.고객번호 IN (11000, 12000)' 조건을 넣었기 때문에, 좌측 기준 테이블(고객)의 모든 행(11000~16000)은 그대로 출력된다. 단, 단말기 테이블과 JOIN 대상이 되는 것은 고객번호 11000과 12000으로 제한된다. 11000은 단말기 정보가 매핑되지만 12000은 원래 단말기ID가 NULL이고 13000~16000은 ON 조건 필터링으로 인해 조인 실패하여 모두 NULL로 출력된다.",-1,0,0,Easy
2_1_45,2,1,SQL 기본,45,II,45,same_result,아래 SQL에서 실행 결과가 같은 것은?,,False,4,"tuple,tuple,tuple,tuple",4,보기의 3개의 SQL은 모두 FULL OUTER JOIN 연산과 동일한 논리적 결과 집합을 반환한다.,-1,0,0,Easy
2_1_46,2,1,SQL 기본,46,II,46,derive_count,"아래에서 EMP 테이블과 DEPT 테이블을 LEFT, FULL, RIGHT 외부조인(OUTER JOIN)하면 생성되는 결과 건수로 가장 적절한 것은?",,False,4,"tuple,tuple,tuple,tuple",1,"주키와 외래키는 영향을 미치지 않는다. 공통 칼럼 C 기준으로 LEFT JOIN은 EMP 전체 3건 유지, FULL JOIN은 EMP 3건(W 매칭2, y 미매칭1) + DEPT 미매칭 2건(Z, V) = 총 5건, RIGHT JOIN은 DEPT 전체 3건 중 매칭 건(W가 EMP에 2건 있음) + Z 1건 + V 1건 = 2+1+1 = 총 4건이 생성된다.",-1,0,0,Easy
2_1_47,2,1,SQL 기본,47,II,47,fill_blank,"DEPT와 EMP를 조인하되 사원이 없는 부서 정보도 같이 출력하고자 할 때, 아래 SQL의 빈칸에 들어갈 내용으로 가장 적절한 것은?","SELECT E.ENAME, D.DEPTNO, D.DNAME
FROM DEPT D
[ 빈칸 ] EMP E
ON D.DEPTNO = E.DEPTNO;",True,4,"keyword,keyword,keyword,keyword",1,사원이 없는 부서 정보도 모두 조회하려면 부서(DEPT) 테이블이 기준 집합이 되어야 한다. FROM 절에서 좌측에 위치한 기준 테이블(DEPT)의 데이터를 모두 출력하려면 LEFT OUTER JOIN을 사용해야 한다.,2,0,1,Medium
